"station","arrondissement","lat","long","dur","mm","jj","temp","precip"
"de Monkland / Girouard","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4771067518981,-73.6214379966259,9.52786666666667,8,6,21.4,0
"de Bellechasse / de St-Vallier","Rosemont - La Petite-Patrie",45.533410433633,-73.6011242866516,3.81345,6,5,15.7,0
"Bercy / Rachel","Le Plateau-Mont-Royal",45.5384034097925,-73.5619640350342,40.3294833333333,8,7,21.5,1.2
"Waverly / St-Viateur","Le Plateau-Mont-Royal",45.5238561444472,-73.6001265048981,7.92365,7,3,22.9,11.9
"Clark / Laurier","Le Plateau-Mont-Royal",45.5225837922613,-73.593613272551,9.20301666666667,9,1,15.7,0
"Peel / Ottawa","Le Sud-Ouest",45.4941995535705,-73.5599845647812,3.71061666666667,5,3,11.7,5.7
"Parc Ludger-Duvernay (St-André / St-Hubert)","Le Plateau-Mont-Royal",45.5314746414748,-73.5924205183983,29.6364666666667,8,4,16.8,0
"Mozart / St-Laurent","Rosemont - La Petite-Patrie",45.5332862470923,-73.6154638230937,16.0252333333333,10,6,9.9,2.9
"Maguire / St-Laurent","Le Plateau-Mont-Royal",45.5246284855926,-73.5958108305931,10.0334666666667,6,1,15.2,2.2
"Boyer / St-Zotique","Rosemont - La Petite-Patrie",45.5386622004592,-73.6058074235916,7.9429,6,5,15.7,0
"Greene / Workman","Le Sud-Ouest",45.481069047932,-73.5793521628511,6.08568333333333,9,3,18.1,0
"Richmond / des Bassins","Le Sud-Ouest",45.4875215851135,-73.5650029778481,41.3537,9,2,13.7,0
"Guizot / St-Denis","Villeray—Saint-Michel—Parc-Extension",45.5434235482902,-73.6324618756771,9.7579,10,7,2.7,0
"de Brébeuf / du Mont-Royal","Le Plateau-Mont-Royal",45.5292235552447,-73.5778491497695,5.20995,8,7,20.4,0.9
"Métro Vendôme (de Marlowe / de Maisonneuve)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4739302823515,-73.6047345399856,33.9420333333333,7,4,20.7,0
"Fullum / Ste-Catherine","Ville-Marie",45.5271378164313,-73.548044443196,7.09643333333333,7,4,25.4,0
"Henri-Julien / de Castelnau","Villeray—Saint-Michel—Parc-Extension",45.5378911087848,-73.6182153224945,17.0465333333333,8,6,27.4,0
"Clark / Rachel","Le Plateau-Mont-Royal",45.5175374492075,-73.5824152455461,2.11206666666667,5,5,17.4,0.9
"Viger / Chenneville","Ville-Marie",45.5053116652091,-73.5608911514282,5.25185,9,3,14.5,10.4
"de Lanaudière / du Mont-Royal","Le Plateau-Mont-Royal",45.5300880233173,-73.5768820847443,11.0418833333333,8,3,19.2,0
"Ste-Famille / des Pins","Le Plateau-Mont-Royal",45.5128561793357,-73.5769280791283,21.6345166666667,6,7,20.5,1.7
"Augustin-Cantin / Shearer","Le Sud-Ouest",45.4839016954336,-73.5636323690414,13.1937833333333,9,6,19.5,0
"Milton / du Parc","Le Plateau-Mont-Royal",45.5093614283513,-73.5738636553288,5.91706666666667,7,3,24.8,0
"Milton / Durocher","Le Plateau-Mont-Royal",45.5081409594177,-73.5749298334122,4.4267,9,3,14.5,10.4
"Alexandre-DeSève / Ontario","Ville-Marie",45.524378086614,-73.5605491697788,6.26835,10,5,5.7,0.8
"de Brébeuf / du Mont-Royal","Le Plateau-Mont-Royal",45.5292235552447,-73.5778491497695,6.27185,6,5,18.9,4.3
"Place des Festivals (du Président-Kennedy / de Bleury)","Ville-Marie",45.5076439296589,-73.569324016571,12.9110166666667,10,5,12.3,1.3
"de Grosbois / Duchesneau","Mercier - Hochelaga-Maisonneuve",45.6112307415505,-73.5312415660519,5.54031666666667,6,1,23.4,0.4
"Jeanne-Mance / Laurier","Le Plateau-Mont-Royal",45.5202763332061,-73.5949762166638,6.30801666666667,7,1,26.2,0
"Marché Jean-Talon (Henri-Julien / Jean-Talon)","Rosemont - La Petite-Patrie",45.5367852512844,-73.6148879583925,3.95638333333333,8,4,16.8,0
"Poupart / Logan","Ville-Marie",45.5299743220459,-73.5490067955288,11.58975,8,7,23.5,0.4
"University / Prince-Arthur","Ville-Marie",45.5074794530521,-73.5786473751068,8.44118333333333,8,2,18.6,0.3
"McKenna / Édouard-Montpetit","Côte-des-Neiges - Notre-Dame-de-Grâce",45.5011643627571,-73.620563596487,2.29475,8,2,22,0
"Stanley / Sherbrooke","Ville-Marie",45.5010573232146,-73.5772263408035,20.4759166666667,8,6,20,9.5
"de Monkland / Girouard","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4771067518981,-73.6214379966259,21.2146166666667,9,4,20.1,0
"Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance)","Ville-Marie",45.5082046150514,-73.5688143968582,4.21388333333333,9,3,14.5,10.4
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",45.5274321263806,-73.5799167305231,8.01511666666667,8,7,21.5,1.2
"Coloniale / Duluth","Le Plateau-Mont-Royal",45.5178687315083,-73.5784274339676,8.37801666666667,5,7,13.8,0.4
"Gilford / Papineau","Le Plateau-Mont-Royal",45.5343936461316,-73.5782369971275,13.8107333333333,5,4,21.7,1.7
"Clark / Rachel","Le Plateau-Mont-Royal",45.5175374492075,-73.5824152455461,8.24031666666667,10,7,14,3.6
"Dollard / Bernard","Outremont",45.5167826988072,-73.6114226281643,9.45115,5,4,21.7,1.7
"St-Dominique / Bernard","Le Plateau-Mont-Royal",45.5279333201525,-73.6012225133891,10.4278166666667,7,5,23.2,0
"Fullum / Ste-Catherine","Ville-Marie",45.5271378164313,-73.548044443196,9.05933333333333,6,4,21.5,20.2
"Cartier / Rosemont","Rosemont - La Petite-Patrie",45.541247223706,-73.5910445451736,7.27898333333333,10,6,7.2,0
"Marché Jean-Talon (Henri-Julien / Jean-Talon)","Rosemont - La Petite-Patrie",45.5367852512844,-73.6148879583925,19.9086,9,1,13.7,0.2
"Métro de la Savane (Décarie / de Sorel)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.5002517589439,-73.6617105603545,9.18436666666667,9,6,19.5,0
"Hôpital Général Juif (de la Côte-Ste-Catherine / Légaré)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4962414054327,-73.6298386752605,4.04108333333333,9,3,18.1,0
"Berri / Laurier","Le Plateau-Mont-Royal",45.5280999552767,-73.5884387162514,36.0942,6,2,23.3,1.3
"Duvernay / Charlevoix","Le Sud-Ouest",45.4820973051128,-73.5748775303364,23.1068666666667,10,2,9.4,2
"Mackay / de Maisonneuve","Ville-Marie",45.496840189747,-73.5792407642475,11.7889833333333,5,3,16.7,2.3
"Marquette / du Mont-Royal","Le Plateau-Mont-Royal",45.5322179114747,-73.575431406498,7.93303333333333,10,3,16.9,2.2
"St-Dominique / de Bellechasse","Rosemont - La Petite-Patrie",45.5295246656531,-73.604888767004,7.32683333333333,10,3,16.9,2.2
"St-Dominique / de Bellechasse","Rosemont - La Petite-Patrie",45.5295246656531,-73.604888767004,12.7315833333333,7,3,25.3,9
"Bercy / Rachel","Le Plateau-Mont-Royal",45.5384034097925,-73.5619640350342,10.8777,10,5,17.1,0
"Richmond / des Bassins","Le Sud-Ouest",45.4875215851135,-73.5650029778481,5.6504,10,5,17.1,0
"de Bordeaux / Jean-Talon","Villeray—Saint-Michel—Parc-Extension",45.5497547929864,-73.6055660247803,9.56331666666667,5,2,17.3,4.3
"de Gaspé / de Liège","Villeray—Saint-Michel—Parc-Extension",45.542485212372,-73.6363416910172,7.67855,10,1,17.3,2.2
"Boyer / St-Zotique","Rosemont - La Petite-Patrie",45.5386622004592,-73.6058074235916,14.5388333333333,10,5,12.3,1.3
"Lajeunesse / de Liège","Villeray—Saint-Michel—Parc-Extension",45.5456637606623,-73.6351004491917,9.71091666666667,8,2,22,0
"Calixa-Lavallée / Rachel","Le Plateau-Mont-Royal",45.5278701385911,-73.5719726979733,37.1215333333333,7,7,19.5,0
"Clark / Rachel","Le Plateau-Mont-Royal",45.5175374492075,-73.5824152455461,5.40191666666667,6,5,15.7,0
"Peel / Ottawa","Le Sud-Ouest",45.4941995535705,-73.5599845647812,10.5114666666667,7,5,21.7,0
"Marie-Anne / Papineau","Le Plateau-Mont-Royal",45.5317669714818,-73.5724139213562,12.7113833333333,10,2,17,0
"de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",45.5293264309009,-73.5748064517975,5.81456666666667,7,6,22.2,0
"Drolet / Gounod","Villeray—Saint-Michel—Parc-Extension",45.5409513422573,-73.6263746023178,3.92691666666667,9,1,13.7,0.2
"Place du Commerce","Verdun",45.46714,-73.54259,5.33893333333333,7,5,23.2,0
"Bel Air / St-Antoine","Le Sud-Ouest",45.4824297233159,-73.5836797581214,4.58806666666667,10,3,16.4,0
"Waverly / Bernard","Le Plateau-Mont-Royal",45.525624432974,-73.6041337251663,10.7614333333333,9,7,21.7,0
"de Léry / Sherbrooke","Mercier - Hochelaga-Maisonneuve",45.5409997166324,-73.5582625865936,14.5018833333333,10,4,7.5,0
"Drolet / Jarry","Villeray—Saint-Michel—Parc-Extension",45.5419546323658,-73.6299419403076,10.3850333333333,9,7,19,6.6
"St-Dominique / Napoléon","Le Plateau-Mont-Royal",45.5166644221988,-73.5772204399109,7.51616666666667,7,5,21,0
"St-Urbain / de la Gauchetière","Ville-Marie",45.5070781281147,-73.561395406723,9.721,6,6,21,0
"Mackay / de Maisonneuve","Ville-Marie",45.496840189747,-73.5792407642475,14.3402833333333,10,3,15.7,2.8
"Garnier / St-Grégoire","Le Plateau-Mont-Royal",45.5358215436799,-73.5871016979218,10.2884833333333,10,3,16.4,0
"Aylmer / Ste-Catherine","Ville-Marie",45.5043467868509,-73.568948507309,7.9215,10,4,14.8,0.2
"Mackay / de Maisonneuve","Ville-Marie",45.496840189747,-73.5792407642475,35.4200166666667,5,3,10.2,0.4
"Ottawa / William","Le Sud-Ouest",45.4897272531843,-73.5640628635883,12.1190833333333,7,5,25.3,0
"Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance)","Ville-Marie",45.5082046150514,-73.5688143968582,32.7413166666667,7,7,23.5,0.5
"de Brébeuf / du Mont-Royal","Le Plateau-Mont-Royal",45.5292235552447,-73.5778491497695,7.02363333333333,8,2,15.5,1.7
"Métro Charlevoix (Charlevoix / Centre)","Le Sud-Ouest",45.4784006436677,-73.5691775195664,4.11693333333333,5,5,14.4,0
"du Parc-La Fontaine / Roy","Le Plateau-Mont-Royal",45.5232203879173,-73.5691609382957,17.8326166666667,7,7,19.5,0
"Jeanne-Mance / Laurier","Le Plateau-Mont-Royal",45.5202763332061,-73.5949762166638,13.56485,8,6,21.4,0
"Clark / Prince-Arthur","Le Plateau-Mont-Royal",45.5133425123071,-73.57301607728,3.8029,5,2,14.5,1.4
"Henri-Julien / du Carmel","Le Plateau-Mont-Royal",45.5279509378701,-73.5950232669711,8.79673333333333,9,4,20.7,0
"Quai de la navette fluviale","Ville-Marie",45.5136662620709,-73.5384249687195,21.9227166666667,9,4,20.1,0
"Calixa-Lavallée / Rachel","Le Plateau-Mont-Royal",45.527824850427,-73.5719096660614,18.0433166666667,6,2,23.3,1.3
"Stanley / Sherbrooke","Ville-Marie",45.5010573232146,-73.5772263408035,9.78361666666667,6,2,26.7,0
"de Rouen / Hogan","Ville-Marie",45.5363626322254,-73.5542124509811,3.56006666666667,7,5,21,0
"Berri / Laurier","Le Plateau-Mont-Royal",45.5280999552767,-73.5884387162514,7.95685,9,4,20.7,0
"de Gaspé / St-Viateur","Le Plateau-Mont-Royal",45.5276726466961,-73.5973826050758,6.1795,6,3,28.7,0.2
"Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance)","Ville-Marie",45.5082046150514,-73.5688143968582,2.49073333333333,6,2,23.3,1.3
"de St-Vallier / St-Zotique","Rosemont - La Petite-Patrie",45.5364343386303,-73.6078342797555,11.93555,9,7,18.1,0.2
"Cartier / Rosemont","Rosemont - La Petite-Patrie",45.541247223706,-73.5910445451736,6.21073333333333,8,4,23.6,0
"Ottawa / William","Le Sud-Ouest",45.4897272531843,-73.5640628635883,11.3454666666667,5,5,20.3,0.6
"Stanley / Sherbrooke","Ville-Marie",45.5010573232146,-73.5772263408035,13.1565333333333,8,1,21.8,0
"de la Côte St-Antoine / Royal","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4689269848774,-73.6198702454567,17.3109166666667,10,4,7.5,0
"Boyer / St-Zotique","Rosemont - La Petite-Patrie",45.5386622004592,-73.6058074235916,11.4418666666667,7,3,24.8,0
"Roy / St-Denis","Le Plateau-Mont-Royal",45.51908,-73.5727,2.22806666666667,7,4,20.7,0
"St-Hubert / de Maisonneuve (sud)","Ville-Marie",45.5158683512632,-73.5600838065147,3.92445,6,2,22.4,0.2
"Clark / Rachel","Le Plateau-Mont-Royal",45.5175374492075,-73.5824152455461,3.7824,10,4,9.6,1
"St-Dominique / de Bellechasse","Rosemont - La Petite-Patrie",45.5295246656531,-73.604888767004,36.9655666666667,6,6,21,0
"Boyer / Rosemont","Rosemont - La Petite-Patrie",45.5340986680406,-73.5955345630646,8.26341666666667,5,4,11.1,0.9
"Jeanne-Mance / Laurier","Le Plateau-Mont-Royal",45.5202763332061,-73.5949762166638,7.01021666666667,7,1,26.2,0
"Jeanne-d'Arc / Ontario","Mercier - Hochelaga-Maisonneuve",45.5495976788718,-73.5418742895126,7.93683333333333,8,5,24.5,0
"Gilford / St-Denis","Le Plateau-Mont-Royal",45.5249761296063,-73.5855889320374,8.77731666666667,10,3,9.7,2.1
"Stanley / Sherbrooke","Ville-Marie",45.5010573232146,-73.5772263408035,1.93275,5,3,11.7,5.7
"de Rouen / Hogan","Ville-Marie",45.5363626322254,-73.5542124509811,25.9082833333333,6,1,23.4,0.4
"Berri / Cherrier","Le Plateau-Mont-Royal",45.5192661569113,-73.5692971944809,6.12378333333333,7,1,26.2,0
"Fullum / Ontario","Ville-Marie",45.5303174,-73.5548669,18.9859333333333,9,2,15.7,0
"St-Denis / Ste-Catherine","Ville-Marie",45.5137229122146,-73.5603104531765,26.1026666666667,10,2,17,0
"d'Orléans / Masson","Rosemont - La Petite-Patrie",45.557192,-73.569847,23.3928833333333,9,2,13.7,0
"Clark / Prince-Arthur","Le Plateau-Mont-Royal",45.5133425123071,-73.57301607728,6.02013333333333,5,3,23.8,4.1
"Durocher / Beaumont","Villeray—Saint-Michel—Parc-Extension",45.5279977233007,-73.619199693203,9.13148333333333,10,7,14,3.6
"Métro Côte-Ste-Catherine (Beaucourt / de la Côte-Ste-Catherine)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.491513,-73.633649,11.9250166666667,7,2,22.6,0
"University / Prince-Arthur","Ville-Marie",45.5074794530521,-73.5786473751068,28.3849833333333,7,5,21.7,0
"de Gaspé / Marmier","Rosemont - La Petite-Patrie",45.5296681740247,-73.6016694456339,5.43313333333333,5,5,17.4,0.9
"Villeneuve / du Parc","Le Plateau-Mont-Royal",45.5181976235214,-73.5923923552036,23.6165666666667,9,5,20.3,0
"Clark / Prince-Arthur","Le Plateau-Mont-Royal",45.5133425123071,-73.57301607728,10.0461833333333,9,2,23.1,0
"Murray / Wellington","Le Sud-Ouest",45.4922524772407,-73.558506667614,12.8855166666667,8,2,22,0
"Villeneuve / St-Dominique","Le Plateau-Mont-Royal",45.5221105862092,-73.5888169705868,8.3607,5,5,14.2,0.2
"de Bordeaux / Rachel","Le Plateau-Mont-Royal",45.5320753229761,-73.5676998398048,8.70805,7,3,25.3,9
"Métro St-Michel (Shaughnessy / St-Michel)","Villeray—Saint-Michel—Parc-Extension",45.558976602986,-73.5995176434517,11.3326666666667,6,6,19.8,0.7
"Chomedey / de Maisonneuve","Ville-Marie",45.491750449904,-73.5839447379112,13.5018,10,4,9.6,1
"Letourneux / Ste-Catherine","Mercier - Hochelaga-Maisonneuve",45.550783578897,-73.5340999603795,11.6799333333333,5,4,11.1,0.9
"Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",45.52479,-73.56545,4.01981666666667,10,6,13.9,1
"University / des Pins","Ville-Marie",45.5080252590098,-73.5798848979539,14.4302333333333,9,6,19.5,0
"Laval / Duluth","Le Plateau-Mont-Royal",45.5191926178386,-73.5771592613492,4.1169,8,4,26.8,0
"St-Alexandre / Ste-Catherine","Ville-Marie",45.5052735403446,-73.5674786567688,17.76125,10,5,10.3,3.9
"Drolet / Marie-Anne","Le Plateau-Mont-Royal",45.5224025734141,-73.5811766982079,13.8388833333333,6,3,28.7,0.2
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",45.5274321263806,-73.5799167305231,4.46393333333333,9,7,21.7,0
"Ropery / Augustin-Cantin","Le Sud-Ouest",45.4809755262928,-73.5686346888542,14.70515,7,6,23.1,1.9
"de Bellechasse / de St-Vallier","Rosemont - La Petite-Patrie",45.533410433633,-73.6011242866516,18.4497,8,1,18.8,0
"Bloomfied / Elmwood","Outremont",45.5182558841919,-73.6032056808472,11.4190833333333,9,7,19,6.6
"Stanley / Sherbrooke","Ville-Marie",45.5010573232146,-73.5772263408035,7.1401,9,5,20.3,0
"André-Laurendeau / Rachel","Rosemont - La Petite-Patrie",45.5430318724388,-73.5625648498535,7.21723333333333,5,3,10.2,0.4
"Peel / Ottawa","Le Sud-Ouest",45.4941995535705,-73.5599845647812,17.0254833333333,8,4,16.8,0
"Gilford / St-Denis","Le Plateau-Mont-Royal",45.5249761296063,-73.5855889320374,1.88368333333333,10,5,10.3,3.9
"Faillon / St-Denis","Villeray—Saint-Michel—Parc-Extension",45.5398908527814,-73.6202698945999,8.95718333333333,8,6,24.3,0.6
"Clark / Rachel","Le Plateau-Mont-Royal",45.5175374492075,-73.5824152455461,10.3894333333333,5,4,18.9,0.2
"Henri-Julien / du Carmel","Le Plateau-Mont-Royal",45.5279509378701,-73.5950232669711,12.0064333333333,9,2,23.1,0
"d'Orléans / Hochelaga","Mercier - Hochelaga-Maisonneuve",45.5506320674022,-73.5491222392193,3.44193333333333,7,1,20.9,0.4
"Ste-Catherine / St-Mathieu","Ville-Marie",45.4938469014278,-73.5791784524918,9.54048333333333,9,5,20.4,0
"Stanley / Sherbrooke","Ville-Marie",45.5010573232146,-73.5772263408035,10.7703166666667,9,4,20.1,0
"de Bleury / de Maisonneuve","Ville-Marie",45.5071063243396,-73.5686105489731,7.10573333333333,9,1,22.4,0
"Henri-Julien / du Carmel","Le Plateau-Mont-Royal",45.5279509378701,-73.5950232669711,7.81111666666667,7,7,23.5,0.5
"Clark / Laurier","Le Plateau-Mont-Royal",45.5225837922613,-73.593613272551,6.60523333333333,8,4,16.9,0.6
"BAnQ (Berri)","Ville-Marie",45.5160138767067,-73.5629195719957,4.54113333333333,6,3,16.7,0
"Hutchison / Beaubien","Rosemont - La Petite-Patrie",45.5260585101832,-73.6129689216614,11.2469833333333,6,7,20.5,1.7
"Viger / Chenneville","Ville-Marie",45.5053116652091,-73.5608911514282,7.79535,9,1,17.8,0.2
"Coloniale / Duluth","Le Plateau-Mont-Royal",45.5178687315083,-73.5784274339676,10.85555,7,4,20.2,2.8
"Métro Bonaventure (de la Gauchetière / de la Cathédrale)","Ville-Marie",45.4983121770331,-73.5672560334206,17.1853333333333,5,7,20.4,0.4
"Bélanger / St-Denis","Rosemont - La Petite-Patrie",45.53696,-73.61199,19.3622666666667,6,3,16.7,0
"Métro Plamondon (de Kent / Victoria)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4946867527979,-73.6387186646789,15.1462166666667,7,6,25,0
"Marie-Anne / Papineau","Le Plateau-Mont-Royal",45.5317669714818,-73.5724139213562,6.1989,9,1,15.7,0
"26e avenue / Beaubien","Rosemont - La Petite-Patrie",45.5648558906471,-73.5774926841259,16.1601166666667,8,5,19.7,0
"de l'Esplanade / du Mont-Royal","Le Plateau-Mont-Royal",45.5182529085522,-73.5883381962776,7.97005,8,7,21.5,1.2
"St-Dominique / Napoléon","Le Plateau-Mont-Royal",45.5166644221988,-73.5772204399109,14.1059,5,1,15.3,0
"Guy / Sainte-Catherine","Ville-Marie",45.4949751285313,-73.5777704324846,2.75405,6,4,27.2,1.3
"Boileau / Monsabré","Mercier - Hochelaga-Maisonneuve",45.5717587964815,-73.541761636734,38.5742666666667,9,7,19,6.6
"Cartier / St-Joseph","Le Plateau-Mont-Royal",45.5358282368643,-73.578690290451,6.40138333333333,6,3,16.7,0
"Sherbrooke / Jeanne-d'Arc","Rosemont - La Petite-Patrie",45.5539815605889,-73.554963881561,9.30653333333333,9,6,19.5,0
"Ottawa / William","Le Sud-Ouest",45.4897272531843,-73.5640628635883,14.2798,7,6,25,0
"Parc Hilda-Ramacière (de Bullion / Prince-Arthur)","Le Plateau-Mont-Royal",45.5156213198234,-73.5721296072006,9.1101,9,5,20.4,0
"Garnier / Villeray","Villeray—Saint-Michel—Parc-Extension",45.5494800451944,-73.6160547148938,12.99385,7,1,24.3,0
"26e avenue / Beaubien","Rosemont - La Petite-Patrie",45.5648558906471,-73.5774926841259,33.42,6,7,20.5,1.7
"Wilderton  / Van Horne","Côte-des-Neiges - Notre-Dame-de-Grâce",45.5101416240914,-73.6247518658638,15.6247833333333,8,3,24,0
"William / St-Henri","Ville-Marie",45.4989659185412,-73.5570308194292,5.20723333333333,6,7,22.2,0.5
"Métro Vendôme (de Marlowe / de Maisonneuve)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4739302823515,-73.6047345399856,12.0998833333333,9,5,20.3,0
"Métro Jean-Talon (Berri / Jean-Talon)","Villeray—Saint-Michel—Parc-Extension",45.5390003643266,-73.6142510175705,25.9675,10,6,9.9,2.9
"Boyer / Rosemont","Rosemont - La Petite-Patrie",45.5340986680406,-73.5955345630646,11.7087666666667,5,3,10.2,0.4
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",45.5274321263806,-73.5799167305231,5.46866666666667,10,4,9.6,1
"Marie-Anne / Papineau","Le Plateau-Mont-Royal",45.5317669714818,-73.5724139213562,2.99053333333333,8,2,22,0
"Peel / Ottawa","Le Sud-Ouest",45.4941995535705,-73.5599845647812,1.77106666666667,7,5,25.3,0
"Métro Angrignon (Lamont / des Trinitaires)","Le Sud-Ouest",45.4465045019204,-73.6025619506836,6.90405,8,7,20.4,0.9
"Mozart / St-Laurent","Rosemont - La Petite-Patrie",45.5332862470923,-73.6154638230937,14.1027666666667,10,4,6.7,3.6
"Jeanne-Mance / Laurier","Le Plateau-Mont-Royal",45.5202763332061,-73.5949762166638,11.2271666666667,8,2,23.9,6.3
"Ste-Catherine / St-Clément","Mercier - Hochelaga-Maisonneuve",45.5567173055894,-73.5302495956421,21.147,7,6,23.1,1.9
"Prince-Arthur / du Parc","Le Plateau-Mont-Royal",45.5104446575336,-73.5755842924118,13.3598166666667,7,6,22.2,0
"Bibliothèque de Verdun (Brown / Bannantyne)","Verdun",45.4487884154916,-73.5776731000078,11.65615,9,7,10.5,0
"de l'Esplanade / Villeneuve","Le Plateau-Mont-Royal",45.5194318421386,-73.5909595385965,10.1394333333333,7,5,21.7,0
"Montcalm / de Maisonneuve","Ville-Marie",45.5191319671162,-73.5578896521474,5.64443333333333,10,3,16.9,2.2
"de Léry / Sherbrooke","Mercier - Hochelaga-Maisonneuve",45.5409997166324,-73.5582625865936,3.26761666666667,9,6,21.5,0
